minimum_wage,unemployed,duration,wage
7.5,0,0,10.6299303606784
7.5,0,0,7.5
7.5,1,1.23104902564251,0
7.5,1,0.796386169646437,0
7.5,0,0,10.2149413182236
7.5,0,0,21.5077897784269
7.5,0,0,10.1923697304093
7.5,0,0,13.1774568658263
7.5,0,0,11.1881459719513
7.5,0,0,11.5746880203831
7.5,0,0,10.0881270610018
7.5,0,0,12.5334092704946
7.5,0,0,9.77376963633588
7.5,0,0,13.3618201043647
7.5,0,0,8.57713156547792
7.5,0,0,7.56784457486169
7.5,0,0,7.97288557755265
7.5,0,0,9.01699362454479
7.5,1,0.060102300044447,0
7.5,0,0,15.4212846523624
7.5,0,0,8.84720517528904
7.5,0,0,9.28823315525644
7.5,0,0,10.1484935490375
7.5,0,0,11.2494009639597
7.5,0,0,9.37650791018705
7.5,0,0,11.737184654276
7.5,0,0,9.94058612508118
7.5,0,0,8.03870974328991
7.5,0,0,14.2966818450146
7.5,0,0,9.17187859101145
7.5,0,0,7.77165917419674
7.5,0,0,8.29222491046001
7.5,0,0,9.54321138781682
7.5,0,0,10.1154381111117
7.5,0,0,16.3970082699517
7.5,1,0.055668885331512,0
7.5,0,0,15.3929383514428
7.5,0,0,7.90634920516541
7.5,0,0,8.14334324710815
7.5,0,0,8.09492938363332
7.5,1,0.16282668010789,0
7.5,0,0,10.183147735741
7.5,0,0,8.67070402149804
7.5,0,0,13.0849702830215
7.5,0,0,10.3966050285669
7.5,0,0,11.4542379977963
7.5,0,0,8.48767684736457
7.5,1,0.806248605839324,0
7.5,0,0,13.9161295602958
7.5,0,0,9.07320353405471
7.5,0,0,15.6511645277779
7.5,0,0,8.38964509125948
7.5,0,0,20.0011561572539
7.5,0,0,11.1361272974704
7.5,0,0,15.1975049636977
7.5,1,0.154906528758622,0
7.5,0,0,9.22990172179008
7.5,0,0,10.5377146815819
7.5,0,0,7.53782015585124
7.5,0,0,20.5300892283882
7.5,0,0,16.2946178931745
7.5,0,0,8.86381273343689
7.5,0,0,8.88974690256605
7.5,1,0.71303093328192,0
7.5,0,0,9.00001375805065
7.5,0,0,9.84833253882981
7.5,0,0,11.2444225017618
7.5,0,0,9.52384312945704
7.5,0,0,8.65000461715057
7.5,0,0,9.77588211364796
7.5,0,0,9.49330863899859
7.5,1,1.76161866633692,0
7.5,0,0,12.5633902744105
7.5,0,0,14.8555879062255
7.5,0,0,19.7045822852847
7.5,1,0.12582014575702,0
7.5,1,0.0426128603211784,0
7.5,1,0.554830632068697,0
7.5,0,0,7.75652881351508
7.5,0,0,10.7061943533643
7.5,0,0,9.88296865254782
7.5,1,0.608580347151174,0
7.5,0,0,8.467889986955
7.5,0,0,12.4728766745506
7.5,0,0,11.8604560531402
7.5,0,0,7.97545174643122
7.5,1,0.666630037238143,0
7.5,0,0,30.2666290152742
7.5,0,0,10.2761639649279
7.5,0,0,10.3244145115189
7.5,0,0,17.8242884411471
7.5,0,0,14.0648629318815
7.5,0,0,11.3590144687638
7.5,0,0,8.18746537554682
7.5,1,0.361745137760487,0
7.5,0,0,11.3740061306257
7.5,1,0.0852594156041147,0
7.5,0,0,9.25547613764291
7.5,0,0,8.71869077073935
7.5,1,0.600251442012566,0
7.5,0,0,12.205408651253
7.5,1,1.16175517134827,0
7.5,0,0,20.4466582639792
7.5,0,0,9.75131404291198
7.5,0,0,8.81234544591478
7.5,0,0,12.1498509324914
7.5,1,0.822642552983327,0
7.5,0,0,8.43820118255715
7.5,0,0,9.57014506125464
7.5,1,1.45651048737301,0
7.5,0,0,7.5809989476545
7.5,0,0,10.2582436863006
7.5,0,0,7.61364015062189
7.5,0,0,23.8154321219097
7.5,0,0,8.07271069100772
7.5,0,0,16.3981843646608
7.5,0,0,8.64990980272453
7.5,0,0,7.91068607280663
7.5,0,0,10.5157028546738
7.5,0,0,14.0527309852091
7.5,0,0,8.24026756510758
7.5,0,0,14.4080157256285
7.5,0,0,11.6479483444147
7.5,0,0,15.1415655312813
7.5,0,0,10.5857047468837
7.5,1,0.880556687195725,0
7.5,0,0,11.7444569439414
7.5,0,0,8.49216197537884
7.5,0,0,7.74097208755482
7.5,1,0.186979215814544,0
7.5,0,0,8.03434726980101
7.5,1,0.43465140989738,0
7.5,0,0,8.34126245321353
7.5,0,0,10.2632401822798
7.5,0,0,8.19089468034656
7.5,1,0.209758164517745,0
7.5,0,0,16.5613808816846
7.5,0,0,12.0774650610817
7.5,0,0,8.52362779182177
7.5,0,0,8.53709957387649
7.5,1,0.181845984004279,0
7.5,0,0,8.73007115045099
7.5,0,0,7.56237059295317
7.5,0,0,10.4148182860629
7.5,1,0.0512132686901765,0
7.5,0,0,7.76457156629205
7.5,0,0,10.2107984869943
7.5,0,0,8.16644094112243
7.5,0,0,10.3730161880344
7.5,0,0,10.0925932241866
7.5,0,0,8.42067221310995
7.5,0,0,8.42850845403082
7.5,0,0,10.8031292695248
7.5,0,0,9.15256126462124
7.5,0,0,15.969994416558
7.5,0,0,22.3333652898833
7.5,0,0,25.2848698731347
7.5,0,0,7.93434259795779
7.5,1,1.02020437927055,0
7.5,0,0,7.87008057380254
7.5,0,0,7.56645020374589
7.5,1,0.884854694280166,0
7.5,0,0,15.2596673229133
7.5,0,0,7.67209406743892
7.5,0,0,10.3648635226525
7.5,0,0,10.4180328163542
7.5,1,2.1631005272364,0
7.5,0,0,9.29578831333354
7.5,0,0,8.49996502469566
7.5,0,0,9.56956045839086
7.5,0,0,10.221811224615
7.5,0,0,8.60730936744728
7.5,1,0.318924657737174,0
7.5,0,0,27.365442538379
7.5,0,0,10.802710077369
7.5,0,0,8.56416337941022
7.5,0,0,11.0465310774198
7.5,0,0,10.4354143865009
7.5,0,0,7.98330443246184
7.5,1,0.372822233321954,0
7.5,0,0,7.5
7.5,1,1.06124676817679,0
7.5,1,1.03656441778117,0
7.5,0,0,7.68089324261013
7.5,1,0.831701663309293,0
7.5,0,0,7.65117146721387
7.5,0,0,9.38451093179738
7.5,0,0,14.592805207575
7.5,0,0,9.89533373930805
7.5,0,0,7.7289762919815
7.5,0,0,9.72508458170915
7.5,0,0,7.96781160034594
7.5,0,0,8.94224829525639
7.5,0,0,12.4549119974587
7.5,1,0.340795599614879,0
7.5,0,0,7.62070952129531
7.5,0,0,9.21930706718926
7.5,0,0,7.7538000804462
7.5,1,0.512594967150588,0
7.5,0,0,11.2178291176939
7.5,1,0.122823929033195,0
7.5,0,0,8.24113825077227
7.5,1,2.6893263416409,0
7.5,1,0.705803558961552,0
7.5,0,0,8.05238015758385
7.5,0,0,10.4225541072179
7.5,0,0,50.0569181336461
7.5,0,0,10.732702331543
7.5,0,0,9.26148313903919
7.5,0,0,8.16061480405172
7.5,0,0,8.83478868557211
7.5,0,0,12.0959431197589
7.5,0,0,7.90291083105596
7.5,0,0,12.3657592838974
7.5,0,0,12.708755573555
7.5,0,0,10.3733837591898
7.5,0,0,7.70441163725034
7.5,0,0,11.1931952027434
7.5,0,0,10.9530616367669
7.5,0,0,9.98370310955576
7.5,1,0.595281317086161,0
7.5,0,0,7.98089613313335
7.5,0,0,11.9510839890645
7.5,0,0,11.8671990149022
7.5,1,0.239363190083148,0
7.5,0,0,15.2406299882863
7.5,0,0,10.8511431678369
7.5,0,0,11.1769447518558
7.5,1,0.132142567088801,0
7.5,0,0,8.08193744883432
7.5,0,0,7.9742600666608
7.5,0,0,13.5549629420559
7.5,0,0,10.2608947738299
7.5,0,0,8.91861891493829
7.5,0,0,7.86198052023226
7.5,0,0,7.79290563521136
7.5,0,0,13.3857033569829
7.5,0,0,7.71340976950593
7.5,0,0,8.38885460988994
7.5,0,0,7.81225386521229
7.5,0,0,7.86920053062684
7.5,0,0,10.9288165842076
7.5,0,0,12.8616886827854
7.5,0,0,10.506355970133
7.5,0,0,14.1750141105857
7.5,0,0,10.261114837296
7.5,0,0,11.5907542961261
7.5,0,0,7.5
7.5,0,0,12.5899273258337
7.5,0,0,8.0663071892169
7.5,0,0,8.76022613631638
7.5,0,0,9.7462950883195
7.5,0,0,7.76724663577658
7.5,0,0,13.2999852455188
7.5,1,0.603717215753757,0
7.5,0,0,7.83715524643113
7.5,1,0.263093293888356,0
7.5,1,0.532126611238295,0
7.5,0,0,8.6276947779674
7.5,0,0,17.8650075296725
7.5,0,0,7.88903113646488
7.5,0,0,7.72447295545154
7.5,0,0,7.92617086918683
7.5,0,0,8.06797024317522
7.5,0,0,8.33390020012818
7.5,0,0,7.82018229076978
7.5,0,0,14.6358260832835
7.5,0,0,21.0539151519913
7.5,0,0,8.1397133770113
7.5,0,0,8.25466188394414
7.5,0,0,10.1672798540567
7.5,0,0,9.62933503367486
7.5,0,0,11.2638743781904
7.5,0,0,7.73732894661842
7.5,0,0,9.60667292970531
7.5,0,0,8.00470671493692
7.5,0,0,18.2555775206298
7.5,0,0,13.5572426181982
7.5,0,0,8.55621487092299
7.5,0,0,8.22598978795275
7.5,0,0,10.9948001509237
7.5,0,0,7.72227778789398
7.5,0,0,7.6069663984326
7.5,0,0,8.30059724367647
7.5,0,0,11.8992385522514
7.5,0,0,9.17138541250537
7.5,0,0,8.59803317068393
7.5,0,0,9.88009911039906
7.5,0,0,11.6296366273198
7.5,1,0.604326981984012,0
7.5,1,2.13107759031403,0
7.5,0,0,12.1073761258102
7.5,0,0,18.3585378809063
7.5,0,0,7.5
7.5,0,0,16.4015257353787
7.5,0,0,8.66092921908823
7.5,0,0,12.9355840947175
7.5,0,0,24.0837391969801
7.5,0,0,7.53290355245456
7.5,0,0,27.0887350172768
7.5,0,0,10.5199458177527
7.5,0,0,15.3877786936931
7.5,0,0,11.049463506061
7.5,0,0,11.0789381700024
7.5,0,0,7.95208800831819
7.5,1,0.751967943323259,0
7.5,0,0,11.9575269812057
7.5,0,0,7.75683046922259
7.5,0,0,7.71961703948367
7.5,1,0.591096587751026,0
7.5,1,0.0850111524709202,0
7.5,0,0,14.4430622598153
7.5,0,0,11.1616452829857
7.5,0,0,8.06801604456107
7.5,0,0,8.15250994885236
7.5,0,0,8.62513771495442
7.5,0,0,10.3140042636372
7.5,0,0,9.79812341731457
7.5,0,0,9.63347450571435
7.5,0,0,7.52409133547502
7.5,0,0,10.0931794577002
7.5,0,0,7.5
7.5,0,0,9.4049977915258
7.5,0,0,8.19391799417637
7.5,0,0,8.63736809933435
7.5,0,0,11.1090386506881
7.5,0,0,9.12059330646578
7.5,0,0,10.5029231444156
7.5,0,0,12.1820495688184
7.5,0,0,11.9096351939596
7.5,0,0,10.0802007193321
7.5,1,0.258434430580222,0
7.5,0,0,15.858541075503
7.5,0,0,11.3079296682134
7.5,0,0,7.68513196813712
7.5,0,0,7.81308509641292
7.5,0,0,10.6886550558243
7.5,1,0.0176915281010589,0
7.5,0,0,20.0490736745302
7.5,0,0,8.29879781934226
7.5,0,0,9.80738536431778
7.5,0,0,7.68630204328944
7.5,0,0,10.6452794336522
7.5,0,0,12.558406650688
7.5,1,0.934340972662401,0
7.5,0,0,9.11673789527609
7.5,0,0,8.84813507579028
7.5,0,0,8.4601894111015
7.5,0,0,8.5844249781049
7.5,1,0.312726410303138,0
7.5,1,0.503337530159496,0
7.5,0,0,13.0205917589163
7.5,0,0,18.7665011809668
7.5,0,0,10.4188462557
7.5,0,0,7.98968666362178
7.5,0,0,8.42914909645246
7.5,1,0.485166585221334,0
7.5,1,1.07359756602471,0
7.5,0,0,8.90737515315688
7.5,0,0,9.33489676995586
7.5,0,0,7.63762332848086
7.5,0,0,13.2397985551571
7.5,0,0,11.4162072968683
7.5,0,0,12.0264754364461
7.5,0,0,7.6964629473865
7.5,0,0,10.2035383413878
7.5,0,0,9.94419985158364
7.5,1,0.556578778732139,0
7.5,0,0,10.5761924158744
7.5,0,0,8.39776699376904
7.5,0,0,12.1754741498292
7.5,0,0,9.51252841541673
7.5,0,0,8.16049712371222
7.5,0,0,11.0859037977283
7.5,0,0,8.79128089401021
7.5,1,1.27351483685914,0
7.5,0,0,8.386893051003
7.5,1,0.151258521494165,0
7.5,0,0,9.69098079519481
7.5,0,0,9.30425648019567
7.5,1,0.0719081502940123,0
7.5,0,0,8.08239735261495
7.5,0,0,9.72106377405728
7.5,0,0,8.83232935350764
7.5,1,0.253960894203363,0
7.5,0,0,7.5
7.5,0,0,7.92240112411173
7.5,0,0,9.80796805470687
7.5,0,0,9.72325676237468
7.5,1,0.630514290940374,0
7.5,0,0,9.32266535820027
7.5,0,0,10.0187792279693
7.5,0,0,9.19637610567527
7.5,0,0,9.78094123301844
7.5,1,0.24195138233664,0
7.5,0,0,13.0141339350927
7.5,0,0,8.11543548456811
7.5,0,0,9.71665248997719
7.5,0,0,11.3422640474883
7.5,0,0,12.2285743134225
7.5,0,0,9.01622957621337
7.5,0,0,11.3344832873893
7.5,0,0,9.82959210849273
7.5,1,0.199580881299061,0
7.5,0,0,8.18067838342543
7.5,0,0,7.73338998054207
7.5,0,0,7.79140246342793
7.5,0,0,8.10855806346312
7.5,0,0,9.60879883993317
7.5,0,0,8.21512350264328
7.5,0,0,8.19513093751265
7.5,0,0,8.87000758083371
7.5,0,0,12.2986868148358
7.5,0,0,14.7725106681147
7.5,0,0,8.41560014967309
7.5,0,0,7.5
7.5,0,0,9.50859911652963
7.5,0,0,8.50154242249232
7.5,0,0,9.49318025543739
7.5,0,0,9.56227484105519
7.5,0,0,14.1785871731819
7.5,0,0,7.5695719043272
7.5,0,0,42.6069826179271
7.5,1,0.567820500674664,0
7.5,0,0,13.4759726115565
7.5,0,0,11.9968693919021
7.5,1,0.0976690885140444,0
7.5,0,0,8.65096703360637
7.5,0,0,20.0045757938826
7.5,0,0,10.1949556819268
7.5,1,0.113608071306107,0
7.5,0,0,10.5129140492008
7.5,0,0,24.6092538378635
7.5,1,0.844314364228526,0
7.5,0,0,10.4121947082395
7.5,0,0,10.6189172099712
7.5,1,0.971337117785986,0
7.5,0,0,22.3942505836765
7.5,0,0,9.0904624330514
7.5,0,0,9.11247128168147
7.5,0,0,16.805310416974
7.5,0,0,12.4145095984505
7.5,0,0,8.94407156512302
7.5,0,0,8.38471204110031
7.5,0,0,7.5
7.5,0,0,8.53168514471982
7.5,0,0,7.9375689663944
7.5,1,0.0035250825103469,0
7.5,0,0,20.681428280729
7.5,0,0,8.19573361206105
7.5,0,0,7.5
7.5,0,0,8.20065424536989
7.5,0,0,10.7882653100561
7.5,0,0,15.8189564132567
7.5,1,0.0556814775941488,0
7.5,0,0,14.2435735577798
7.5,0,0,10.8275935942173
7.5,0,0,7.84214249883282
7.5,0,0,10.3083655717895
7.5,0,0,10.4678976362369
7.5,0,0,8.56822412505613
7.5,1,0.363076220324443,0
7.5,0,0,17.7173275078526
7.5,0,0,8.17545844675732
7.5,0,0,17.3626732502345
7.5,0,0,33.6028811331697
7.5,1,0.295078638218394,0
7.5,1,0.721916540043177,0
7.5,0,0,7.5
7.5,0,0,10.2144143878415
7.5,0,0,8.56060623157286
7.5,0,0,22.9425406379008
7.5,0,0,10.178559932808
7.5,0,0,9.91609798438997
7.5,0,0,8.59095842368928
7.5,0,0,7.95400306873122
7.5,0,0,8.0244394124687
7.5,0,0,15.4988557648106
7.5,0,0,11.6330112620517
7.5,0,0,7.5
7.5,0,0,12.5713196694147
7.5,0,0,13.2672819363906
7.5,0,0,11.9642561995793
7.5,0,0,7.9649222606397
7.5,0,0,9.29192377082171
7.5,0,0,10.5394280547813
7.5,1,1.48990233081948,0
7.5,0,0,17.9507397352264
7.5,0,0,8.77298654930444
7.5,0,0,7.5432316213751
7.5,0,0,20.9366419706463
7.5,0,0,19.3599147515007
7.5,0,0,10.1991067822459
7.5,1,0.63055966860573,0
7.5,0,0,8.42413202871198
7.5,0,0,9.35885440457239
7.5,0,0,8.22271920535834
7.5,0,0,8.36585832165525
7.5,1,0.102409309588409,0
7.5,1,0.564989844246795,0
7.5,0,0,9.29369140400772
7.5,0,0,22.5732098335405
7.5,0,0,9.20944938662178
7.5,0,0,7.82449014959576
7.5,0,0,7.82147732484123
7.5,0,0,10.7051061402223
7.5,0,0,11.0855873689955
7.5,0,0,7.84860263144414
7.5,0,0,7.92031252259965
7.5,1,0.00845671746947398,0
7.5,0,0,18.7375709081808
7.5,0,0,9.48451527978689
7.5,0,0,8.2190911928441
7.5,0,0,10.6147735227345
7.5,1,0.0832080984997263,0
7.5,1,0.581145166938347,0
7.5,0,0,8.23767972307595
7.5,0,0,8.39263459975321
7.5,0,0,10.2704893267629
7.5,0,0,9.47956528814881
7.5,0,0,13.8822176857074
7.5,0,0,9.68665519494046
7.5,0,0,9.22192195347179
7.5,0,0,9.82004064899659
7.5,0,0,11.2368184855253
7.5,0,0,10.0158457280512
7.5,0,0,7.52390859385914
7.5,0,0,9.72166178664607
7.5,0,0,7.5
7.5,0,0,12.352543532967
7.5,0,0,8.50834125232665
7.5,0,0,7.72747864134318
7.5,0,0,9.16369421682304
7.5,0,0,12.6479878357893
7.5,0,0,7.53297134811068
7.5,0,0,8.40172600806227
7.5,0,0,10.8038376297707
7.5,0,0,8.16993327458344
7.5,0,0,9.07439619525406
7.5,0,0,10.999232218828
7.5,1,1.73852508778729,0
7.5,0,0,10.697102371078
7.5,0,0,10.1718624801636
7.5,0,0,12.8631240940896
7.5,1,1.93176855317379,0
7.5,0,0,14.9490954726973
7.5,0,0,8.88808002971465
7.5,0,0,9.72393226309175
7.5,0,0,7.68491904499153
7.5,0,0,7.76189173375382
7.5,0,0,9.80821644040528
7.5,1,0.372857609482068,0
7.5,1,0.0764151723165396,0
7.5,0,0,8.8376615460126
7.5,0,0,9.27130027062728
7.5,0,0,8.65583084751305
7.5,0,0,14.5962621340446
7.5,0,0,9.34913871808506
7.5,0,0,11.2318334733469
7.5,0,0,7.5
7.5,0,0,26.8669906900604
7.5,0,0,12.1495955536042
7.5,0,0,8.62381459330173
7.5,0,0,10.8829282422889
7.5,0,0,11.0882749150069
7.5,0,0,7.9679035863224
7.5,0,0,7.51934910813191
7.5,0,0,18.3245503873549
7.5,0,0,14.107323761951
7.5,0,0,14.3617974054465
7.5,1,0.146035175880261,0
7.5,1,1.2307211757578,0
7.5,0,0,7.70909565221721
7.5,0,0,7.80377599126857
7.5,0,0,20.0026398083247
7.5,0,0,15.4057594673808
7.5,0,0,12.5957790267303
7.5,0,0,12.108851242705
7.5,0,0,8.22881233951239
7.5,0,0,9.23563170431209
7.5,0,0,9.93064197096272
7.5,1,2.58428300512614,0
7.5,0,0,8.29069422963339
7.5,0,0,8.43048230889828
7.5,0,0,8.59683538196352
7.5,0,0,10.5500279657507
7.5,0,0,9.35084861648427
7.5,0,0,8.99017150098157
7.5,1,0.094137392955654,0
7.5,0,0,10.6273198968405
7.5,0,0,9.1624614010079
7.5,0,0,14.5769992735825
7.5,0,0,12.629280402985
7.5,0,0,15.5565840211697
7.5,0,0,16.4406233473754
7.5,0,0,14.266834921768
7.5,0,0,8.8491669482078
7.5,0,0,7.51174272382257
7.5,0,0,7.63721192273781
7.5,0,0,8.73024415273995
7.5,0,0,7.54702368475695
7.5,0,0,9.87115506799489
7.5,0,0,7.71051953932752
7.5,1,0.492153676327064,0
7.5,0,0,15.2518629872846
7.5,1,0.0491169847615533,0
7.5,0,0,9.15196124398887
7.5,0,0,15.2203651952422
7.5,0,0,12.1642107763343
7.5,0,0,16.4466647568192
7.5,0,0,15.3157402278006
7.5,0,0,8.00288250531185
7.5,0,0,9.92018895580853
7.5,0,0,23.0018230042459
7.5,0,0,7.77255454471147
7.5,0,0,8.33810229034545
7.5,1,0.631692639592028,0
7.5,0,0,7.5
7.5,0,0,8.87378360802241
7.5,1,0.241798073806779,0
7.5,0,0,9.09682097725144
7.5,0,0,8.66283492101452
7.5,0,0,21.0661337475322
7.5,1,0.165557009862219,0
7.5,0,0,10.3567338181886
7.5,0,0,8.77570169402203
7.5,0,0,12.7315943019116
7.5,0,0,23.8439656467251
7.5,0,0,10.4507353904398
7.5,1,0.410510891058109,0
7.5,0,0,8.9111328432075
7.5,0,0,10.7828891733129
7.5,0,0,10.6012424870764
7.5,0,0,9.62940704503267
7.5,0,0,9.97755899999991
7.5,0,0,9.07437102530235
7.5,0,0,10.6275952982824
7.5,0,0,11.5721613861847
7.5,0,0,16.458624898796
7.5,0,0,9.1422625598724
7.5,0,0,8.62238386093618
7.5,0,0,17.0534974729532
7.5,0,0,8.76059519013764
7.5,0,0,17.0572387283732
7.5,0,0,10.8176636861525
7.5,0,0,13.2791420126881
7.5,0,0,13.9941268339932
7.5,0,0,8.58487737158013
7.5,0,0,9.36226755753387
7.5,0,0,8.3368184067603
7.5,0,0,14.434544879976
7.5,0,0,15.177354025259
7.5,0,0,9.84641200127689
7.5,0,0,10.837304047687
7.5,0,0,12.0670898167792
7.5,0,0,15.9774446569492
7.5,1,0.141364130863044,0
7.5,0,0,8.31811812224053
7.5,0,0,13.039716783385
7.5,0,0,8.3462785107081
7.5,0,0,14.7133298116736
7.5,0,0,8.48983272441956
7.5,0,0,9.94450062735213
7.5,0,0,12.9462539209393
7.5,0,0,7.88699547021194
7.5,0,0,8.02950310700172
7.5,0,0,8.41655277255916
7.5,0,0,7.61687624179954
7.5,0,0,8.15527930507275
7.5,0,0,8.01067183058432
7.5,0,0,8.16828884622886
7.5,0,0,11.4968007254648
7.5,0,0,7.53189691637266
7.5,0,0,15.6807679041769
7.5,0,0,8.08603480654344
7.5,0,0,11.7541258737297
7.5,0,0,8.85391746115098
7.5,1,0.334437956468002,0
7.5,0,0,11.3663540823179
7.5,0,0,10.4110623533006
7.5,0,0,8.58146353766025
7.5,0,0,7.76814546089877
7.5,1,1.31650808747058,0
7.5,1,0.0847554319064419,0
7.5,0,0,8.4827950766108
7.5,0,0,10.8431161104358
7.5,0,0,13.9131389409452
7.5,0,0,9.75537587164051
7.5,1,0.406375572647059,0
7.5,0,0,12.4337060056428
7.5,0,0,12.2775298821915
7.5,0,0,7.6462578806539
7.5,0,0,7.5
7.5,0,0,10.5746530833561
7.5,0,0,14.7609561082962
7.5,1,0.472888146074131,0
7.5,0,0,27.1874250106518
7.5,0,0,7.58550331021648
7.5,0,0,8.21289244296279
7.5,0,0,8.20538140259068
7.5,0,0,9.0431012630701
7.5,0,0,11.1092015141233
7.5,1,0.57364552127071,0
7.5,0,0,8.80110013036756
7.5,0,0,8.64411736631266
7.5,0,0,8.06608919730653
7.5,0,0,8.14853347990428
7.5,0,0,9.80923685230504
7.5,0,0,9.74994993160711
7.5,0,0,9.8496184552532
7.5,0,0,11.3048742202471
7.5,0,0,10.7267861772515
7.5,0,0,8.71537827915137
7.5,0,0,7.7234181146637
7.5,1,0.10710412195713,0
7.5,0,0,8.40729900088713
7.5,0,0,8.46482845836847
7.5,0,0,12.9869066179139
7.5,0,0,7.84662246515798
7.5,0,0,7.59953064151578
7.5,1,0.197209574371875,0
7.5,0,0,8.47000890239754
7.5,0,0,17.6502764579703
7.5,0,0,12.0170765649648
7.5,0,0,27.6188908404908
7.5,0,0,24.251086655395
7.5,1,0.0968853930466344,0
7.5,0,0,9.58885089234644
7.5,0,0,8.40882795415427
7.5,0,0,11.9296897387192
7.5,0,0,17.8329007768975
7.5,0,0,12.955030356626
7.5,0,0,9.20227240545494
7.5,0,0,7.99225579417156
7.5,0,0,11.069824665776
7.5,0,0,12.1646866674263
7.5,0,0,10.8582892214111
7.5,0,0,7.69384796160759
7.5,0,0,9.86561081693795
7.5,0,0,12.8660325858946
7.5,0,0,9.16907935199769
7.5,0,0,8.46379894467858
7.5,0,0,8.65732278596225
7.5,0,0,8.2986421663976
7.5,0,0,14.6697517073758
7.5,0,0,10.5226091075039
7.5,0,0,12.7374724342137
7.5,1,2.13043416294352,0
7.5,0,0,9.40949936772643
7.5,0,0,15.6042655421317
7.5,0,0,9.20124224856877
7.5,0,0,8.92250624036473
7.5,0,0,7.88746292649201
7.5,1,0.498449977256868,0
7.5,0,0,9.26974037353604
7.5,0,0,9.38456797291851
7.5,0,0,9.42302655901437
7.5,0,0,10.3044799317456
7.5,0,0,12.0449081378617
7.5,0,0,10.3687496760315
7.5,0,0,7.5
7.5,0,0,7.71284958635893
7.5,0,0,12.6696209646241
7.5,0,0,13.1073607829907
7.5,1,0.561232411088694,0
7.5,0,0,8.7875907673866
7.5,0,0,10.0754732538304
7.5,1,0.814040422695129,0
7.5,0,0,8.17404933409702
7.5,0,0,14.7125775654457
7.5,1,0.195993982542536,0
7.5,0,0,7.5
7.5,0,0,12.5261722869519
7.5,0,0,9.91220970538887
7.5,1,1.97470009867075,0
7.5,0,0,8.94347263976348
7.5,0,0,12.8480615158818
7.5,0,0,9.8415512818787
